sentence,token ,target,morph_weight,"BP_type
",meaning ,transliteration,
اجتمعت اللجان المختلفة لمناقشة تقارير المشاريع وتنظيم الفعاليات القادمة.,اللجان,ِلِجان,فِعَال,جمع كثرة,Committees,ilijAn,
"اجتمع الكَتَبَة في المجلس لكتابة الوثائق الرسمية.""",الكَتَبَة,كَتَبَة ,فَعَلَة,جمع كثرة,Writers,katabap,
اجتمع الكُبَّر من العلماء في المؤتمر لمناقشة آخر الاكتشافات العلمية.,لكُبَّر,كُبَّر,فُعَّل,جمع كثرة,The big ones,kub~ar,
اجتمع الشعراء في المهرجان الأدبي لقراءة قصائدهم أمام الجمهور.,الشعراء,شعراء,فُعَلاء,جمع كثرة,Poets,$ErA',
اجتمع الزملاء في الحدائق العامة.,الزملاء,زملاء,فُعَلاء,جمع كثرة,Colleagues,zmlA',
اجتمع الأقارب في مناسبة عائلية كبيرة.,الأقارب,أقارب,أَفَاعِل,جمع كثرة,Relatives,>qArb,
اجتاز المغامر المهالك للوصول إلى قمة الجبل., المهالك, مهالك,مَفَاعِل,جمع كثرة,Destructions,mhAlk,
اجتاحت زَوَابِع قوية المنطقة، وألحقت أضرارًا بالمزارع.,زَوَابِع,زَوَابِع,فَوَاعِل ,جمع كثرة,Virtuous people,zawaAbiE,
أثارت القصة القديمة الكثير من الشجون في قلوب الحاضرين.,الشجون,شجون,فُعُول ,جمع كثرة,Sorrows,$jwn,
اتخذت الحكومة العديد من التدابير لمكافحة الفساد.,التدابير,تدابير,تَفَاعِيل,جمع كثرة,Measures,tdAbyr,
أُبْهِرَتِ اللَّوْحَةُ الحُضُورَ بِجَمَالِ أَلْوَانِهَا وَتَنَاسُقِ الْمَفَاتِنِ فِيهَا.,المَفَاتِنِ,مَفَاتِن,مَفَاعِل,جمع كثرة ,Beauties,mafaAtini,
أبهرت اللوحة الحضور بجمال ألوانها وتناسق المفاتن فيها., المفاتن , مفاتن ,مَفَاعِل,جمع كثرة,Charms,mfAtn,
أبحرت السفن عبر المحيطات لنقل البضائع بين القارات,السفن,سفن,فُعُل,جمع كثرة,Ships,sfn,
أَبْحَرَتِ الزُّوَارِقُ الصَّغِيرَةُ فِي النَّهْرِ بِهُدُوءٍ.,الزُّوَارِقُ ,زَوَارِق,فَوَاعِل ,جمع كثرة ,Boats,zawaAriqu,
أبحر البحارة في البحور الهادئة للوصول إلى الجزيرة.,البحور,بحور,فُعُول ,جمع كثرة,Seas,bHwr,
(وَلَا تَدُلُّوا بِهَآ إِلَى ٱلْحُكَّامِ),ٱلْحُكَّامِ,حُكَّامِ,فُعَّال,جمع كثرة,Rulers,Huk~aAmi,
(وَادْخُلُوهُ الْبَابَ سُجَّدًا),سُجَّدًا,سُجَّد,فُعَّل,جمع كثرة,Prostrators,suj~ad,
(لَوْ يَرُدُّونَكُم مِّنۢ بَعْدِ إِيمَٰنِكُمْ كُفَّارًا حَسَدًا), كُفَّارًا,كُفَّار,فُعَّال,جمع كثرة,Disbelievers,kuf~aAr,
(فَعِدَّةٌ مِّنْ أَيَّامٍ أُخَرَ),أُخَرَ,أُخَرَ,فُعَل,جمع كثرة,Others,>uxara,
(فَإِنْ خِفْتُمْ فَرِجَالًا أَوْ رُكْبَانًا),رُكْبَانًا, رُكْبَان,فُعْلان,جمع كثرة,Riders,rukobaAn,
(فَأْتُوا بِعَشْرِ سُورٍ), سُور, سُور,فُعَل,جمع كثرة,Walls,suwr,
(أَنْ طَهِّرَا بَيْتِيَ لِلطَّائِفِينَ وَالْعَاكِفِينَ وَالرُّكَّعِ السُّجُودِ),الرُّكَّعِ,رُكَّع,فُعَّل,جمع كثرة,Bowers,ruk~aE,
"""يَعْقِدُ ٱلشَّيْطَانُ عَلَىٰ قَافِيَةِ رَأْسِ أَحَدِكُمْ إِذَا هُوَ نَامَ ثَلاث عُقَد",عُقَد,عُقَد,فُعَل,جمع كثرة,Necklaces,Euqad,
"""يسألونك عن الأهلة قل هي مواقيت للناس والحج""",مواقيت,مواقيت,مَفَاعِيل,جمع كثرة,Times,mwAqyt,
"""يَجْعَلُونَ أَصَابِعَهُمْ فِي آذَانِهِمْ مِنَ الصَّوَاعِقِ حَذَرَ الْمَوْتِ""", آذَانِهِمْ, آذَان,أَفْعَال,جمع قلة,Ears,|*aAn,
"""يجب على الجميع احترام القوانين التي تنظّم حياة المجتمع وتحافظ على حقوق الأفراد.""",قوانين ,قَوانِين,"فَواعِيل
",جمع كثرة,laws,qawaAniyn,
"""يجب أن تحتوي الوجبات اليومية على أَغْذِيَة صحية ومتنوعة لتعزيز الصحة العامة.""",أَغْذِيَة,أَغْذِيَة,أَفْعِلَة,جمع قلة,Foods,>ago*iyap,
"""يَا أُولِي الْأَلْبَابِ""", الْأَلْبَابِ,أَلْبَابِ,أَفْعَال,جمع قلة,Hearts,>alobaAbi,
"""وَمَا لِلظَّـٰلِمِينَ مِنْ أَنْصَارٍ""",أَنْصَارٍ, أَنْصَارٍ,أَفْعَال,جمع قلة,Supporters,>anoSaArK,
"""وَلَهُمْ فِيهَا أَزْوَاجٌ مُطَهَّرَةٌ""", أَزْوَاجٌ,أَزْوَاجٌ,أَفْعَال,جمع قلة,Spouses,>azowaAjN,
"""وَلَنَا أَعْمَالُنَا وَلَكُمْ أَعْمَالُكُمْ""","أَعْمَالُنَا  ,أَعْمَالُكُمْ",أَعْمَالُ,أَفْعَال,جمع قلة,Actions,>aEomaAlu,
"""وَلَئِنِ اتَّبَعْتَ أَهْوَاءَهُمْ""",أَهْوَاءَهُمْ, أَهْوَاءَ,أَفْعَال,جمع قلة,Desires,>ahowaA'a,
"""وَلَا يَحِلُّ لَهُنَّ أَنْ يَكْتُمْنَ مَا خَلَقَ اللَّهُ فِي أَرْحَامِهِنَّ""", أَرْحَامِهِنَّ, أَرْحَام,أَفْعَال,جمع قلة,Relatives,>aroHaAm,
"""وَلَا تَجْعَلُوا۟ اللَّهَ عَرَضَةً لِأَيْمَانِكُمْ""", لِأَيْمَانِكُمْ,أَيْمَانِ,أَفْعَال,جمع قلة,Oaths,>ayomaAni,
"""وَقَالُوا۟ قُلُوبُنَا غُلْفٌ""",غُلْفٌ, غُلْفٌ,فُعْل,جمع كثرة,Uncircumcised people,gulofN,
"""وَعَلَىٰ أَبْصَارِهِمْ غِشَاوَةٌ""", أَبْصَارِهِمْ,أَبْصَارِ,أَفْعَال,جمع قلة,Sight,>aboSaAri,
"""وَعَلَّمَ آدَمَ الْأَسْمَاءَ كُلَّهَا""",الْأَسْمَاءَ,أَسْمَاءَ,أَفْعَال,جمع قلة,Names,>asomaA'a,
"""وَتَقَطَّعَتْ بِهِمُ الْأَسْبَابُ""", الْأَسْبَابُ,أَسْبَابُ,أَفْعَال,جمع قلة,Reasons,>asobaAbu,
"""وَإِنْ مِنْهُمْ لِفَرِيقَا يَلْوُونَ أَلْسِنَتُهُمْ بِالْكِتَابِ""", أَلْسِنَتُهُمْ, أَلْسِنَة,أَفْعِلَة,جمع قلة,Baskets,>alosinap,
"""وإن منهم لفريقًا يلوون ألسنتهم بالكتاب """,ألسنتهم,ألسنة,أَفْعِلَة,جمع قلة,Tongues,>lsnp,
"""وَالْوَالِدَاتُ يُرْضِعْنَ أَوْلَادَهُنَّ""",أَوْلَادَهُنَّ, أَوْلَاد,أَفْعَال,جمع قلة,Children,>awolaAd,
"""وَالفُلْكُ الَّتِي تَجْرِي فِي الْبَحْرِ بِمَا يَنْفَعُ النَّاسَ""",الفُلْكُ,فُلْكُ,فُعْل,جمع كثرة,Ships,fuloku,
"""نُقِصَ مِنَ الْأَمْوَالِ""", الْأَمْوَالِ,أمْوَالِ,أَفْعَال,جمع قلة,Wealth,>mowaAli,
"""ناقش الطلاب المَسائِل الصعبة في الامتحان مع معلميهم بعد الحصة.""",المَسائِل, مَسائِل,مَفَاعِل,جمع كثرة,References,masA}il,
"""مَنَاجِيدُ مُفِيدَةٌ فِي الأَعْمَالِ اليَدَوِيَّةِ.""
",مَنَاجِيدُ,مَنَاجِيد,مَفَاعِيل,جمع كثرة ,Manajid,manaAjiydu,
"""كَيْفَ تَكْفُرُونَ بِاللَّهِ وَكُنتُمْ أَمْوَاتًا فَأَحْيَاكُمْ""",أَمْوَاتًا ,أَمْوَات,أَفْعَال,جمع قلة,Dead people,>amowaAt,
"""كانت الأَرْصِفَة في المدينة مزينة بالأزهار الملونة التي تضيف جمالاً للشارع.""", الأَرْصِفَة, أَرْصِفَة,أَفْعِلَة,جمع قلة,Pavements,>aroSifap,
"""كانت أَقْدَامِهِ تتحرك بسرعة على الطريق الوعر.""",أَقْدَامِهِ ,أَقْدَام,أَفْعَال,جمع قلة,Feet,>aqodaAm,
"""كانت أَفْوَاه الأطفال مليئة بالضحك أثناء اللعب في الحديقة.""",أَفْوَاه,أَفْوَاه,أَفْعَال,جمع قلة,Mouths,>afowaAh,
"""كان للعلماء أَلْسُن فصيحة تعبر عن آرائهم ببراعة.""", أَلْسُن, أَلْسُن,أَفْعُل,جمع قلة,Tongues,>alosun,
"""قبل كتابة البحث، يجب أن أطلع على المَراجِع العلمية التي تدعم نظرياتي.""",المَراجِع, مَراجِع,مَفَاعِل,جمع كثرة,References,marAjiE,
"""قَالُوا۟ بَلْ نَتَّبِعُ مَا أَلْفَيْنَا عَلَيْهِ ءَابَاءَنَا""",ءَابَاءَنَا,ءَابَاءَ,أَفْعَال,جمع قلة,Fathers,aAbaA'a,
"""في المدينة الجديدة، هناك العديد من المَدارِس التي تقدم برامج تعليمية متنوعة.""",المَدارِس,مَدارِس,مَفَاعِل,جمع كثرة,Shelters,madAris,
"""فَلَا تَجْعَلُوا۟ لِلَّهِ أَنْدَادًا وَأَنتُمْ تَعْلَمُونَ""",أَنْدَادًا,أَنْدَاد,أَفْعَال,جمع قلة,Peers,>anodaAd,
"""صُمٌّ بُكْمٌ عُمْيٌ فَهُمْ لَا يُبْصِرُونَ""",عُمْيٌ,عُمْيٌ,فُعْل,جمع كثرة,Blind people,EumoyN,
"""صُمٌّ بُكْمٌ عُمْيٌ فَهُمْ لَا يُبْصِرُونَ""",صُمٌّ ,صُمٌّ,فُعْل,جمع كثرة,Deaf people,Sum~N,
"""صُمٌّ بُكْمٌ عُمْيٌ فَهُمْ لَا يُبْصِرُونَ""",بُكْمٌ ,بُكْمٌ,فُعْل,جمع كثرة,Mute people,bukomN,
"""شاهدنا معًا أَفْلام رائعة في عطلة نهاية الأسبوع.""", أَفْلام , أَفْلام ,أَفْعَال,جمع قلة,Movies,>afolAm,
"""زَارَ كَثِيرٌ مِنَ ٱلنَّاسِ ٱلْمَعَارِضَ ٱلْفَنِّيَّةَ""",المَعَارِضَ,مَعَارِض,مَفَاعِل,جمع كثرة,Exhibitions,maEaAriDa,
"""ذَهَبْتُ إِلَىٰ ٱلسُّوقِ وَٱشْتَرَيْتُ بَعْضَ ٱلْأَشْيَاءِ بِدَرَاهِمِي""",بِدَرَاهِمِي,دَرَاهِم,فَعَالِل,جمع كثرة,Coins,bdaraAhim,
"""جَحَافِل الجنود تقدمت نحو المدينة في استعداد لخوض المعركة الكبرى.""",جَحَافِل,جَحَافِل,فَعَالِل,جمع كثرة,Farms,jaHaAfil,
"""تَمَّ تَوْزِيعُ ٱلْمَصَاحِفِ فِي ٱلْمَسْجِدِ خِلَالَ شَهْرِ رَمَضَانَ""",المَصَاحِفِ,مَصَاحِف,مَفَاعِل,جمع كثرة,Qurans,maSaAHifi,
"""تم بناء الجسر باستخدام العديد من العُمُد الخرسانية القوية.""",العُمُد,عُمُد,فُعُل,جمع كثرة,Columns,Eumud,
"""تحتاج إلى أَقْفَال قوية لحماية منزلك من السرقة.""",أَقْفَال,أَقْفَال,أَفْعَال,جمع قلة,Locks,>aqofaAl,
"""تتميز اللوحات بِأَلوْانِها الزاهية التي تضفي جمالاً على الجدران.""",بِأَلوْانِها, أَلوْان,أَفْعَال,جمع قلة,Colors,>alwoAn,
"""بَنَيْتُ الجُدُرَانَ بِمَدَامِيكَ مَتِينَةٍ.""",بِمَدَامِيكَ,مَدَامِيك,مَفَاعِيل,جمع كثرة ,Courses,madaAmiyka,
"""بَلْ أَحْيَاءٌ وَلَٰكِنْ لَا تَشْعُرُونَ""", أَحْيَاءٌ, أَحْيَاءٌ,أَفْعَال,جمع قلة,Alive people,>aHoyaA'N,
"""أَيُودُّ أَحَدُكُمْ أَنْ تَكُونَ لَهُ جَنَّةٌ مِّنْ نَخِيلٍ وَأَعْنَابٍ""",أَعْنَابٍ,أَعْنَابٍ,أَفْعَال,جمع قلة,Grapes,>aEonaAbK,
"""أَيَّامًا مَّعْدُودَاتٍ""",أَيَّامًا,أَيَّام,أَفْعَال,جمع قلة,Days,>ay~aAm,
"""أُو۟لَـٰٓئِكَ أَصْحَابُ الْجَنَّةِ""",أَصْحَابُ,أَصْحَابُ,أَفْعَال,جمع قلة,Companions,>aSoHaAbu,
"""أوصى الطبيب بتناول الأَدْوِيَة الموصوفة في مواعيدها الدقيقة لضمان العلاج الفعال.""",الأَدْوِيَة,أَدْوِيَة,أَفْعِلَة,جمع قلة,Medicines,>adowiyap,
"""الرياضيون هم أَبْطَال حقيقيون في مجتمعاتهم.""", أَبْطَال,أَبْطَال,أَفْعَال,جمع قلة,Heroes,>aboTaAl,
"""الَّذِينَ ءَاتَيْنَاهُمُ الْكِتَابَ يَعْرِفُونَهُ كَمَا يَعْرِفُونَ أَبْنَاءَهُمْ""", أَبْنَاءَهُمْ, أَبْنَاء,أَفْعَال,جمع قلة,Sons,>abonaA',
"""التحضير للامتحانات يستغرق أَشْهُر من الدراسة المتواصلة والمراجعة.""",أَشْهُر,أَشْهُر,أَفْعُل,جمع قلة,Months,>a$ohur,
"""أَضْعَافًا كَثِيرَةً""",أَضْعَافًا ,أَضْعَاف,أَفْعَال,جمع قلة,Doubles,>aDoEaAf,
"""اِسْتَخْدَمَ العَامِلُ مَنَاشِيرَ حَادَّةً فِي عَمَلِهِ.""

", مَنَاشِيرَ, مَنَاشِير,مَفَاعِيل,جمع كثرة ,Saws,manaA$iyra,
"""أرفقت المَلاحِق التي تحتوي على البيانات الإحصائية في نهاية التقرير.""", المَلاحِق,مَلاحِق ,مَفَاعِل,جمع كثرة,Attachments,malAHiq,
""" ولقد نصركم الله ببدرٍ وأنتم أذلة """,أذلة,أذلة,أَفْعِلَة,جمع قلة,Humble,>*lp,
":""وَلَقَدْ نَصَرَكُمْ اَللَّهُ بِبَدْرِ وَأَنْتُمْ أَذِلَّةٍ""",أَذِلَّةٍ,أَذِلَّةٍ,أَفْعِلَة,جمع قلة,serviles,>a*il~apK,
- قال تعالى:« مَثَلُ الَّذِينَ يُنْفِقُونَ أَمْوَالَهُمْ فِي سَبِيلِ اللَّهِ كَمَثَلِ حَبَّةٍ أَنْبَتَتْ سَبْعَ سَنَابِلَ »,أَمْوَالَهُمْ ,أَمْوَالَ,أَفْعَال,جمع قلة,Money,>amowaAla,
- قال تعالى:« مَثَلُ الَّذِينَ يُنْفِقُونَ أَمْوَالَهُمْ فِي سَبِيلِ اللَّهِ كَمَثَلِ حَبَّةٍ أَنْبَتَتْ سَبْعَ سَنَابِلَ »,سَنَابِلَ,سَنَابِلَ,فَعَالِل,جمع كثرة,Ears of corn,sanaAbila,
 تتميز البحار بجمالها وسحرها، فهي تغطي جزءًا كبيرًا من سطح الأرض, البحار, بحار,فِعَال,جمع كثرة,Seas,bHAr,
 الأَتْقِياء  يجعلون التقوى أسلوب حياتهم., الأَتْقِياء,أتْقِياء,"أَفْعِلاء
",جمع كثرة,Smart people,>toqiyA',
